"having";"ImplicitSubjectType.GERUND";"every reasonable step must be taken to ensure that personal data that are inaccurate, having regard to the purposes for which they are processed, are erased or rectified without delay (‘accuracy’).";"article5";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'having': ['third party', 'supervisory authority', 'supervisory authority'], 'taken': ['supervisory authority', 'supervisory authority', 'third party'], 'processed': ['processor'], 'erased': ['third party', 'supervisory authority', 'supervisory authority'], 'rectified': ['third party', 'supervisory authority', 'supervisory authority']}"
"processed";"ImplicitSubjectType.PASSIVE";"Personal data shall be kept in a form which permits identification of data subjects for no longer than is necessary for the purposes for which the personal data are processed.";"article5";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'kept': ['third party', 'processor', 'supervisory authority'], 'processed': ['processor']}"
"processing";"ImplicitSubjectType.NOMINALIZED_VERB";"Personal data shall be processed in a manner that ensures appropriate security of the personal data, including protection against unauthorised or unlawful processing and against accidental loss, destruction or damage, using appropriate technical or organisational measures (‘integrity and confidentiality’).";"article5";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'processing': ['processor'], 'using': ['processor'], 'processed': ['processor']}"
"using";"ImplicitSubjectType.GERUND";"Personal data shall be processed in a manner that ensures appropriate security of the personal data, including protection against unauthorised or unlawful processing and against accidental loss, destruction or damage, using appropriate technical or organisational measures (‘integrity and confidentiality’).";"article5";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'processing': ['processor'], 'using': ['processor'], 'processed': ['processor']}"
"carried";"ImplicitSubjectType.PASSIVE";"Processing shall be lawful only if and to the extent that processing is necessary for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller.";"article6";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'Processing': ['processor'], 'processing': ['processor'], 'carried': ['international organisation'], 'vested': ['international organisation']}"
"vested";"ImplicitSubjectType.PASSIVE";"Processing shall be lawful only if and to the extent that processing is necessary for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller.";"article6";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'Processing': ['processor'], 'processing': ['processor'], 'carried': ['international organisation'], 'vested': ['international organisation']}"
"pursued";"ImplicitSubjectType.PASSIVE";"Processing shall be lawful only if and to the extent that processing is necessary for the purposes of the legitimate interests pursued by the controller or by a third party, except where such interests are overridden by the interests or fundamental rights and freedoms of the data subject which require protection of personal data, in particular where the data subject is a child.";"article6";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'Processing': ['processor'], 'processing': ['processor'], 'pursued': ['international organisation']}"
"processing";"ImplicitSubjectType.NOMINALIZED_VERB";"Point (f) of the first subparagraph shall not apply to processing carried out by public authorities in the performance of their tasks.";"article6";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'processing': ['processor']}"
"processing";"ImplicitSubjectType.NOMINALIZED_VERB";"Member States may maintain or introduce more specific provisions to adapt the application of the rules of this Regulation with regard to processing for compliance with points (c) and (e) of paragraph 1 by determining more precisely specific requirements for the processing and other measures to ensure lawful and fair processing including for other specific processing situations as provided for in Chapter IX.";"article6";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'processing': ['processor'], 'provided': ['controller']}"
"processing";"ImplicitSubjectType.NOMINALIZED_VERB";"Member States may maintain or introduce more specific provisions to adapt the application of the rules of this Regulation with regard to processing for compliance with points (c) and (e) of paragraph 1 by determining more precisely specific requirements for the processing and other measures to ensure lawful and fair processing including for other specific processing situations as provided for in Chapter IX.";"article6";"[CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processing, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=restriction, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=profiling, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=pseudonymisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=system, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=controller, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=processor, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=recipient, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=party, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=consent, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=breach, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=data, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=establishment, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=enterprise, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=group, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=authority, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=objection, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=service, source=<CandidateSource.DEFINITION: 'DEFINITION'>), CandidateActor(token=organisation, source=<CandidateSource.DEFINITION: 'DEFINITION'>)]";"{'processing': ['processor'], 'provided': ['controller']}"
